favorite_count,hash_tags,id,media,retweet_count,text,timestamp,url,user_follower_count,user_id,user_screen_name,Misinformation,Reasoning,Attitude
0,[],9.90E+17,[],0,"If post-cessation outbreak responses are followed by new vaccine-derived outbreaks, strategies to restore population immunity will be required to ensure the stability of polio eradication: https://t.co/wuOorjY1kM",Sun Apr 29 04:38:53 +0000 2018,[],696,86764977,vipintukur,0,14,1
0,[],9.90E+17,[],0,#AlfieEvans didn't just pass away. He was murdered because vaccine injury would've been globally publicized if he had gone to Italy. Him living 4 days after they pulled the plug was no coincidence. He was supposed to live. He was one of many who should have had a childhood.,Sun Apr 29 04:38:43 +0000 2018,[],1147,195210204,spraypainthero,1,2,-1
0,[],9.90E+17,[],0,@BetoORourke Cannot wait for November! My family is so excited to go vote. This trainwreck election of 2016 was a vaccine for political apathy! https://t.co/BPtq8mYsXu,Sun Apr 29 04:38:06 +0000 2018,[],27,9.88E+17,PanicMild,2,14,1
0,[],9.90E+17,[],0,Jim bob don't forget to have your son get the flu vaccine. Bill Gates may even give him visit? Oh hey you are a true Puketriot thank you for being suck a great role model for our children. https://t.co/mXjl1pUjj6 https://t.co/wUOPm7mnPW,Sun Apr 29 04:34:41 +0000 2018,[],386,82224761,Sparkysayswhat,1,14,-1
0,[],9.90E+17,[],0,WHO recommendation for use of New dengue vaccine https://t.co/l4SBaMeryn,Sun Apr 29 04:32:40 +0000 2018,[],696,86764977,vipintukur,0,14,1
0,[],9.90E+17,[],0,vaccine cuba girls porn movies sexdather tunisian sexy girls real porn movies who has more sex ugly  https://t.co/xu1qBl6Kxj,Sun Apr 29 04:32:18 +0000 2018,[],49,432200567,McMikecarey1,2,14,0
0,[],9.90E+17,[],0,girl honduran xxx rebeca linares max hardcore candice michelle nude photos pneumococcal vaccine adults  https://t.co/A47IiHsFnj,Sun Apr 29 04:31:58 +0000 2018,[],198,1256870874,ananda_boys,2,14,0
0,[],9.90E+17,[],0,Good news __ https://t.co/FyWA99C6CN,Sun Apr 29 04:30:43 +0000 2018,[],755,106397357,GreenBazaarAu,2,4,1
2,[],9.90E+17,[],2,Report of fake Hepatitis B Vaccine out. What does it say? Grab yourself a copy of Sunday Vision for details #EPAPER  - https://t.co/GbebMA3efz https://t.co/F8RRGfq7GS,Sun Apr 29 04:30:07 +0000 2018,[],431752,56960258,newvisionwire,0,14,0
2,[],9.90E+17,[],0,Report of fake Hepatitis B Vaccine out. What does it say? Grab yourself a copy of Sunday Vision for details #EPAPER  - https://t.co/GbebMA3efz https://t.co/FZcucjSNKI,Sun Apr 29 04:30:07 +0000 2018,[],431752,56960258,newvisionwire,0,14,0
0,[],9.90E+17,[],0,The Chickenpox Vaccine https://t.co/wZsdDTMkDi via @YouTube,Sun Apr 29 04:29:43 +0000 2018,[],18,7.78E+17,w3abdurrahim84,0,14,0
0,[],9.90E+17,[],0,"@msnomir @MissPlacedAnger @simonhedlin @realDonaldTrump Bullshit!! IF a child is UNVACCINATED, AND YOUR CHILD IS VACCINATED ( IF the ""vaccine"" really works) MY KID CANNOT INFECT YOUR CHILD.
ONE SIZE DOES NOT FIT ALL.",Sun Apr 29 04:27:25 +0000 2018,[],3069,7.28E+17,LoseyLaurice,1,11,-1
0,[],9.90E+17,[],0,"No, Your Dog CanÕt Get Autism From a Vaccine  

Vaccines are an important tool in preventative medicine.  ItÕs important to speak with your veterinarian about the appropriate vaccines for your doggy. https://t.co/qBmqYgtFyl https://t.co/haNJQmdQSX",Sun Apr 29 04:27:23 +0000 2018,[],162,19449688,zachmills,2,4,1
0,[],9.90E+17,[],0,sex photos asian porn videos online dpt vaccine side effects in adults public sex in europe big booty nude  https://t.co/30xMA37wmj,Sun Apr 29 04:26:11 +0000 2018,[],62,343370265,NoblePwnr_dude,2,14,0
0,[],9.90E+17,[],0,We need a vaccine. https://t.co/mwW3B25EzD,Sun Apr 29 04:24:28 +0000 2018,[],192,7.78E+17,Dennis_SCS,0,3,1
0,[],9.90E+17,[],0,"@BeckyJohnson222 @EmmaGPaley @Microbedoc2 @RoyWilliams1024 @DavidOugh1 @badzoot7 @djt10 @doritmi @c0nc0rdance @TinFoilAwards @SueQuez @jpsportsminer @Vbalance03 @WomanMDsGuide @BlueLionBlog @Rosewind2007 @chrisvcsefalvay @chris_darnielle @Melissa62263619 @hornswaggled2 @JustBeforeDawnT @wildweatherdan @handmadekathy @kidoctr @PharmaNemesis @Cattlechildren @carlsmythe @HenningTveit @ChrisJohnsonMD @Plasticdoe @anoticingsenpai @dkegel @janem1276 @and_McDowell @jjfox123 @Pmaxwellfnp @what_if_007 @EmirSejdik @ThisMomHCN @jrtgirl35 @mal0406 @steffieschiltz @Awithonelison @theMUMeffect @RBuzzy1111 @jkellyca @gator91man @FarmgalMom @Amennaanka @Itsme060602 I will correct myself. 
According to the CDC, the measles vaccine is 97% effective in the fully vaccinated &amp; 93% effective in those with one vaccination. 
https://t.co/wBIWokDsOk https://t.co/oyv975bF1X",Sun Apr 29 04:21:49 +0000 2018,[],2066,275301000,Siubhan_H,0,3,1
0,[],9.90E+17,[],0,"Travelers to Kentucky, Michigan Should Get Hepatitis A Vaccine https://t.co/dnQEg7hxWn via @Physns1stWatch",Sun Apr 29 04:18:58 +0000 2018,[],3012,1210213363,CL2Empower,0,3,1
0,[],9.90E+17,[],0,NPPA fixes the price of BCG Vaccine: https://t.co/TVfEml3Tjg,Sun Apr 29 04:17:53 +0000 2018,[],696,86764977,vipintukur,0,14,0
0,[],9.90E+17,[],0,Ticks are out and veterinarians recommend all dogs get a Lyme Disease vaccine. https://t.co/5VNZexIY8d,Sun Apr 29 04:17:20 +0000 2018,[],5219,45634832,KQDS_FOX21,2,14,1
0,[],9.90E+17,[],0,Powerful op-ed in New Jersey https://t.co/Db0WEOsM5a,Sun Apr 29 04:16:44 +0000 2018,[],78,3256724818,PAinformconsent,0,6,-1
0,[],9.90E+17,[],0,Should #Seniors Get the Pneumonia #Vaccine? https://t.co/EmwqN3C4x3 https://t.co/syPWCPuUSN,Sun Apr 29 04:15:42 +0000 2018,[],1104,43633071,MedFriendly,0,3,1
581,[],9.90E+17,[],120,"Before.
During.
After! 

5-month-old Matviy gets a dose of life-saving vaccines at a UNICEF-supported childrenÕs clinic in Ukraine.

__ @UNICEF_UA  

#VaccinesWork https://t.co/WAyiFulFni",Sat Apr 28 07:00:21 +0000 2018,[],7261880,33933259,UNICEF,0,3,1
205,[],9.90E+17,[],80,"Vaccines have been one of the biggest success stories of modern medicine. Vaccines protect people, #VaccinesWork! https://t.co/npwzraLcua https://t.co/ZJ9hlsYIHm",Fri Apr 27 15:47:43 +0000 2018,[],4538118,14499829,WHO,0,3,1
48,[],9.90E+17,[],40,"Vaccines are one of our most effective health interventions, but are often misunderstood. 
What are they, how do they work and why are they important? __ __ #VaccinesWork 

https://t.co/afn9jh6N1Z https://t.co/dwlIGUqIyk",Sat Apr 28 13:17:01 +0000 2018,[],123983,19837528,wellcometrust,0,3,1
135,[],9.90E+17,[],110,#VaccinesWork by preventing 2.5 million deaths a year globally. Vaccines continue to be one of the most successful and cost-effective lifesaving public health interventions of the past century. @AAPGlobalHealth #Ivax2Protect #NIIW,Fri Apr 27 16:30:42 +0000 2018,[],69802,32431468,AmerAcadPeds,0,3,1
128,[],9.90E+17,[],78,"Vaccinators are the heroes of the fight to #EndPolio, delivering vaccines and leaving no one behind, whatever it takes. They go the distance to make #VaccinesWork for every child https://t.co/jsC5Fqsb2F https://t.co/1qvGgWy6Ie",Sat Apr 28 13:22:21 +0000 2018,[],4538118,14499829,WHO,0,3,1
763,[],9.90E+17,[],126,"Parliamentary Standing Committee On S&amp;T, Environment &amp; Forest visited the Serum Institute of India, founded by Dr. Cyrus Poonawala in 1967. It has become world's largest manufacturer of vaccines catering 65% of child population spread over 170 countries at affordable prices. https://t.co/lTDKCg378K",Fri Apr 27 13:41:48 +0000 2018,[],1045129,2150403589,PawarSpeaks,0,14,1
134,[],9.90E+17,[],86,"Yes, #VaccinesWork! Today, more children than ever before are being immunized. As a result, child mortality, birth defects and lifelong disabilities are declining__https://t.co/2QY5Dw2giC https://t.co/4IRLyGNq52",Fri Apr 27 18:22:47 +0000 2018,[],4538118,14499829,WHO,0,3,1
152,[],9.90E+17,[],86,"Diseases know no borders. 

Despite millions of lives being saved through immunization each year, outbreaks are still occurring, due to low immunization coverage in many parts of the world. 

#VaccinesWork to ensure we are protected together!
https://t.co/2QY5Dw2giC https://t.co/u0tidcsc0n",Fri Apr 27 16:23:08 +0000 2018,[],4538118,14499829,WHO,0,3,1
50,[],9.90E+17,[],48,"ItÕs 'open season' on vaccinating pregnant women with toxic, harmful substances confirmed present in many #vaccines https://t.co/Rj0AHI7foi https://t.co/yC08c6P4yD",Sat Apr 28 17:00:13 +0000 2018,[],190423,66643970,davidicke,1,1,-1
40,[],9.90E+17,[],50,"A new study of 200,000 children in Africa suggests that ""deploying antibiotics as doctors do vaccines could rapidly reduce deaths among infants""
https://t.co/Cc29ZLUiG3",Sat Apr 28 09:12:50 +0000 2018,[],124985,610659001,MaxCRoser,0,3,1
147,[],9.90E+17,[],78,"Vaccines are one of the most powerful public health tools ever invented.

They ensure we can be protected together in more ways than one by saving lives and preventing poverty.

#VaccinesWork https://t.co/QTd1bSX58S",Fri Apr 27 07:00:08 +0000 2018,[],1920361,17899109,gatesfoundation,0,3,1
97,[],9.90E+17,[],49,"Outbreaks anywhere are a threat everywhere. With vaccines, we can prevent epidemics. #VaccinesWork! https://t.co/npwzraLcua https://t.co/pdb9GfqQDg",Fri Apr 27 12:54:28 +0000 2018,[],4538118,14499829,WHO,0,3,1
56,[],9.90E+17,[],43,Vaccines save millions of lives from preventable diseases. Learn why @Rotary committed to #endpolio.  #vaccineswork https://t.co/m68bCswcHV https://t.co/K4erqQ1LSj,Fri Apr 27 18:06:04 +0000 2018,[],332986,4432431,Rotary,0,3,1
180,[],9.90E+17,[],42,".@SavetheChildren provides lifesaving vaccines against some of the leading child killers, including #pneumonia, flu, measles and #malaria.  Learn more here: https://t.co/0VAjL5PPn4 #WorldImmunizationWeek https://t.co/YCMg5nAApr",Fri Apr 27 13:25:06 +0000 2018,[],60171,8.49E+17,SCUSBoardChair,0,3,1
1,[],9.90E+17,[],0,Talked to my dad about vaccines causing autism and old [AS] shows now we're listening to Dead Kennedys sorry everyone with gay boomer parents instead of totally rad GenX parents,Sun Apr 29 05:00:30 +0000 2018,[],134,3092120316,HakuJynn,1,4,-1
3,[],9.90E+17,[],1,"When some children miss out on vaccines, the risk of disease increases for all, especially newborn babies. 
During #WorldImmunizationWeek share to spread the word that #VaccinesWork. #EveryChildALIVE https://t.co/UMkgOur8D0",Sun Apr 29 05:00:22 +0000 2018,[],842043,66935683,UNICEFIndia,0,11,1
1,[],9.90E+17,[],1,"Wherever they are. Wherever they need us. Heroic #health workers deliver life-saving vaccines to protect children from preventable diseases. 
Pic: @unicef_nepal v/@unicefrosa #VaccinesWork https://t.co/ewNi1YTYpC",Sun Apr 29 05:00:07 +0000 2018,[],62147,24290265,KentPage,0,3,1
2,[],9.90E+17,[],0,@Plasticdoe @MamaBear11011 @BigTheyInc @Momogarden81 @RightWingBlack2 @what_if_007 @EmmaGPaley @babydocwhit @sarah_sxlxp @MrFlu2 @ChrisJohnsonMD @Vbalance03 @Rosewind2007 @KitemanX @Luma923 @kidoctr @KarmicTimes @_CWN @SentinelM @boglethemind @chrisvcsefalvay @DrPaolini @JakeLCrosby @doritmi @JOEWV @jkellyca @Just4TheCause @_marymason @TinFoilAwards @jarue369 @ailsa_graham @RBuzzy1111 @ThisMomHCN @RustyPee4 @science_guy5 @itsmepanda1 @Boxmenot @FreeBeeCee @PharmaNemesis @thereal_truther @Organic_Mumzy @steffieschiltz @eTweeetz @LiamTheBrewer @HenningTveit @DUMPTRUMP7 @Dr_dad_of_3 @BlagenLogin @and_kell @kenjaques If only we could ask FDR what his *stance* would be on vaccines since polio myelitis left him paraplegic,Sun Apr 29 04:59:53 +0000 2018,[],1147,24252027,RyanMarino,1,2,-1
0,[],9.90E+17,[],0,"The CDC Says Autism Rates Are Rising in U.S. Children. No, It's Not Because of Vaccines. https://t.co/OQmKe9w3eu",Sun Apr 29 04:58:46 +0000 2018,[],205,128357438,ColoColoPR,0,4,1
1,[],9.90E+17,[],0,"Unacceptable !!!

We are doing whatever it takes to make sure life-saving vaccines are available for every child _ https://t.co/ZotTA2JguC  

#VaccinesWork #EveryChildALIVE https://t.co/sGR3GhV6yj",Sun Apr 29 04:58:00 +0000 2018,[],38381,437416458,unicef_nepal,0,3,1
0,[],9.90E+17,[],0,"ItÕs Òopen seasonÓ on vaccinating pregnant women with toxic, harmful substances confirmed present in many vaccines https://t.co/YrJw7Baeh0",Sun Apr 29 04:57:39 +0000 2018,[],10235,199768203,LovToRideMyTrek,1,1,-1
2,[],9.90E+17,[],0,@MamaBear11011 @babydocwhit @what_if_007 @EmmaGPaley @sarah_sxlxp @BigTheyInc @RightWingBlack2 @MrFlu2 @RyanMarino @ChrisJohnsonMD @Vbalance03 @Rosewind2007 @KitemanX @Luma923 @kidoctr @KarmicTimes @_CWN @SentinelM @boglethemind @Momogarden81 @chrisvcsefalvay @DrPaolini @JakeLCrosby @doritmi @JOEWV @jkellyca @Just4TheCause @_marymason @TinFoilAwards @jarue369 @ailsa_graham @RBuzzy1111 @ThisMomHCN @RustyPee4 @science_guy5 @itsmepanda1 @Boxmenot @FreeBeeCee @PharmaNemesis @thereal_truther @Organic_Mumzy @steffieschiltz @eTweeetz @LiamTheBrewer @HenningTveit @DUMPTRUMP7 @Dr_dad_of_3 @BlagenLogin @and_kell @kenjaques Most of us are discussing vaccines and related issues most of the time. I haven't seen you doing a whole lot of that.,Sun Apr 29 04:53:32 +0000 2018,[],612,138843333,Plasticdoe,0,14,0
0,[],9.90E+17,[],0,"Anti-vaxxer Ôwarrior momÕ: If vaccines are so great, Ôwhy arenÕt they mentioned in the bible?Õ - https://t.co/mmwA4bfEQx",Sun Apr 29 04:51:36 +0000 2018,[],2578,48967891,akaXochi,1,14,-1
1,[],9.90E+17,[],0,"@fabucat @NicoleBelle @DavidShuster @JC_Christian @MSNBC @NBCNews @JoyAnnReid If she 'did' bother to do research, rather than forwarding bs, she'd know Stein's position on vaccines. But instead... she leaves it to her Twitter followers to 'educate' her.",Sun Apr 29 04:49:52 +0000 2018,[],480,3445238720,eyemsimone,0,14,0
0,[],9.90E+17,[],0,Madness in Vaccines https://t.co/cDCsgKTbwu,Sun Apr 29 04:48:30 +0000 2018,[],69,3131617978,HBTurner2015,1,4,-1
2,[],9.90E+17,[],0,@MamaBear11011 @Plasticdoe @babydocwhit @what_if_007 @EmmaGPaley @sarah_sxlxp @RightWingBlack2 @MrFlu2 @RyanMarino @ChrisJohnsonMD @Vbalance03 @Rosewind2007 @KitemanX @Luma923 @kidoctr @KarmicTimes @_CWN @SentinelM @boglethemind @Momogarden81 @chrisvcsefalvay @DrPaolini @JakeLCrosby @doritmi @JOEWV @jkellyca @Just4TheCause @_marymason @TinFoilAwards @jarue369 @ailsa_graham @RBuzzy1111 @ThisMomHCN @RustyPee4 @science_guy5 @itsmepanda1 @Boxmenot @FreeBeeCee @PharmaNemesis @thereal_truther @Organic_Mumzy @steffieschiltz @eTweeetz @LiamTheBrewer @HenningTveit @DUMPTRUMP7 @Dr_dad_of_3 @BlagenLogin @and_kell @kenjaques You've never engaged in an actual discussion about vaccines. You could do so--but first you'd need to spend time actually learning about vaccines and not just swallowing and regurgitating antivax talking points.,Sun Apr 29 04:48:25 +0000 2018,[],246,9.74E+17,BigTheyInc,0,14,1
3,[],9.90E+17,[],2,"@potus  Please protect us from these ""we need to reduce the world population"" animals. The CDC/FDA are corrupted. Polluted food system (GMOs), polluted vaccines. What else are they going to pollute? Please Audit CDC/FDA ASAP!!! #qanon https://t.co/KuoY7RYz23",Sun Apr 29 04:46:52 +0000 2018,[],108,424552610,CAtruthseeker,1,6,-1
1,[],9.90E+17,[],0,@Plasticdoe @babydocwhit @what_if_007 @EmmaGPaley @sarah_sxlxp @BigTheyInc @RightWingBlack2 @MrFlu2 @RyanMarino @ChrisJohnsonMD @Vbalance03 @Rosewind2007 @KitemanX @Luma923 @kidoctr @KarmicTimes @_CWN @SentinelM @boglethemind @Momogarden81 @chrisvcsefalvay @DrPaolini @JakeLCrosby @doritmi @JOEWV @jkellyca @Just4TheCause @_marymason @TinFoilAwards @jarue369 @ailsa_graham @RBuzzy1111 @ThisMomHCN @RustyPee4 @science_guy5 @itsmepanda1 @Boxmenot @FreeBeeCee @PharmaNemesis @thereal_truther @Organic_Mumzy @steffieschiltz @eTweeetz @LiamTheBrewer @HenningTveit @DUMPTRUMP7 @Dr_dad_of_3 @BlagenLogin @and_kell @kenjaques Since we were not discussing vaccines I figured it would be fun to get to know more about the group. Who's next?,Sun Apr 29 04:45:20 +0000 2018,[],11,9.87E+17,MamaBear11011,2,14,0
0,[],9.90E+17,[],0,"On the topic of VACCINES ...

https://t.co/S54MyFkCrO",Sun Apr 29 04:40:47 +0000 2018,[],1361,1035498296,Chy_369,0,6,-1
0,[],9.90E+17,[],0,"@ChelseaClinton __ no vaccines people, not now -not ever -these eliteswant to wipe you off of face of the earth. Polio yes, smallpox yes, nothing else. Chelsea knows exactly what is going on with these vaccines causing all of this autism.",Sun Apr 29 04:40:34 +0000 2018,[],1,9.74E+17,timago4,1,4,-1
1,[],9.90E+17,[],0,@Da_Godfather907 @Delyla100 DonÕt forget his poisoning he promotes via vaccines! String him up too along with Killery &amp; Bill.,Sun Apr 29 04:38:59 +0000 2018,[],4973,9.44E+17,fayewraykim1,1,2,-1
0,[],9.90E+17,[],0,@krefvik @infidelatheist @MOSKALelectric it's not an all or nothing dichotomy. But saying we can't afford bike infrastructure because we can't keep up with road maintenance is like saying we can't afford vaccines because we can't keep up with treating diseases.,Sun Apr 29 04:38:49 +0000 2018,[],159,15018121,swaff81,2,14,0
1,[],9.90E+17,[],1,Discounted vaccines on May 6 https://t.co/cwMC8uYQTI,Sun Apr 29 04:36:39 +0000 2018,[],144,3527998215,CCTE_AgVetTech1,0,14,1
3,[],9.90E+17,[],0,"The me now would have invested in Zcash Electric Coin Company.

2 years ago I would not have on principle, thinking it was unfair.

Bill Gates helped to save 130 million children with his wealth.

https://t.co/hxRUMhGTY4

It's only ""unfair"" if you are a greedy &amp; selfish hoarder.",Sun Apr 29 04:36:36 +0000 2018,[],13746,246911146,bradmillscan,0,14,1
2,[],9.90E+17,[],0,"Alright, I can't take anymore internet tonight, I'm going to bed. Remember kids, vaccines don't cause autism, the earth isn't flat, don't use the word incel use asshole, and there's no such thing as a goddamn crisis actor. Good night... https://t.co/HdgXkpoCNq",Sun Apr 29 04:31:56 +0000 2018,[],4182,17080217,BuddyKallipygos,0,4,1
1,[],9.90E+17,[],0,"@Jason_Alabama @realDonaldTrump Hey cunt. They might not cause autism but they very often cause the very illnesses they are designed to vaccinate against. I got mumps, measles and a flu that led to pneumonia from vaccines so guess what..... my three kids aren't vaccinated.",Sun Apr 29 04:25:51 +0000 2018,[],1,9.90E+17,Catchyaup,1,2,-1
0,[],9.90E+17,[],0,"@JPNadda sir people who can pay for expensive stents why deny them.  With your policy only cheap quality stents are available. U r pushing us backwards.We are alive due to modern medicine not Ayurveda , all the vaccines u took as a child kept u alive.",Sun Apr 29 04:24:27 +0000 2018,[],173,28770078,zomorin,0,3,1
0,[],9.90E+17,[],0,"Retweeted UN Foundation (@unfoundation):

ItÕs not easy to vaccinate every child. Meet Dr. Adele, who paddles miles by canoe to deliver polio vaccines to some of the worldÕs most isolated kids. https://t.co/VEJAKY4ojc #VaccinesWork https://t.co/ICMOmbTIt8",Sun Apr 29 04:24:11 +0000 2018,[],944,163748950,portiajessene,0,3,1
0,[],9.90E+17,[],0,@FaithGoldy Murder with vaccines then more Rockefeller medicine poisons,Sun Apr 29 04:23:58 +0000 2018,[],557,494829052,ChrisSavage17,1,2,-1
4,[],9.90E+17,[],3,"Nafisa has been working as a vaccinator in #Afghanistan for 18 years! 

Wherever they are.
Wherever they need us.
Heroic health workers are delivering life-saving vaccines to protect children from preventable diseases. 
#VaccinesWork
#foreverychild __ https://t.co/etM7roOd6T",Sun Apr 29 04:23:45 +0000 2018,[],29804,1903427245,UNICEFAfg,0,3,1
0,[],9.90E+17,[],0,"@Prayformetoo @WeeWifie1981 @realDonaldTrump @once Let me guess, you also think the Earth is flat, like the top of your empty head. Vaccines didnt give your invisible kid autism.","@Prayformetoo @WeeWifie1982 @realDonaldTrump @once Let me guess, you also think the Earth is flat, like the top of your empty head. Vaccines didnt give your invisible kid autism.",[],128,9.03E+17,Ronald_J_Drumpf,0,4,1
0,[],9.90E+17,[],0,TW anti-vaxxers https://t.co/k7woarmSW4,Sun Apr 29 04:22:14 +0000 2018,[],663,8.34E+17,OzAutismNews,2,4,1
0,[],9.90E+17,[],0,@ConnectCatholic Murdered by vaccines and other Rockefeller medicine poisons &amp; evil court order prohibiting parents rights to take Alfie to an Italian hospital where parents rights are respected,Sun Apr 29 04:22:08 +0000 2018,[],556,494829052,ChrisSavage17,1,2,-1
109,[],9.90E+17,[],134,".@AlderHey Hospital, which is at the center of the Alfie Evans controversy, was caught in a controversy over a decade ago when it sold organs from living children to a vaccination research firm. #AlfiesArmy https://t.co/cwMy2cZTXy",Fri Apr 27 15:08:45 +0000 2018,[],61775,18001922,LiveAction,0,14,-1
375,[],9.90E+17,[],110,"A little ouch. A big lifesaver.__ See how baby TateÕs first vaccination went! 

#VaccinesWork https://t.co/C7uf5R50NP",Fri Apr 27 13:00:03 +0000 2018,[],7261880,33933259,UNICEF,0,14,1
163,[],9.90E+17,[],45,By protecting one child Ð we protect them all. Measles vaccination resulted in a 84% drop in measles deaths between 2000 and 2016 worldwide. #VaccinesWork https://t.co/wuFVqlEGB9,Sat Apr 28 12:45:46 +0000 2018,[],273652,16432083,erna_solberg,0,3,1
53,[],9.90E+17,[],31,"Immunization prevents 2 to 3 million deaths every year.

An additional 1.5 million deaths could be avoided if global vaccination coverage improves.

https://t.co/KWLYJ5Fndo via @WHO

#VaccinesWork https://t.co/puTgMjYvVc",Sat Apr 28 10:24:00 +0000 2018,[],328924,164263382,UNGeneva,0,3,1
130,[],9.90E+17,[],40,"Veterinary group: Dogs can't get autism, so please vaccinate them https://t.co/BIiLF0PoHf",Sat Apr 28 14:29:49 +0000 2018,[],15565672,14293310,TIME,2,4,1
145,[],9.90E+17,[],58,"Whether you are young or old, #VaccinesWork to make the world a healthier place for everyone. Meet nurse Maritza who works tirelessly to make sure every child is protected, no matter where they live https://t.co/K3qDpBFVUX https://t.co/FHHc7AxIeC",Fri Apr 27 10:38:47 +0000 2018,[],4538118,14499829,WHO,0,3,1
53,[],9.90E+17,[],28,"Salute to these hardworkers, Polio vaccination team went to last hosue of #Kalash #Chitral before #Afghanistan border, it was 6 hours one side trek &amp; we vaccinated every kid said by this old man

Thank you mashar @AbidMajeed1969 for ur dept campaign to #EndPolio https://t.co/oyUGeQQjUQ",Sat Apr 28 07:26:24 +0000 2018,[],25792,307298757,JalalQazi,0,14,1
33,[],9.90E+17,[],22,Vaccination: One of the greatest medical successes of the 20th century #vaccineswork #BehindTheScience https://t.co/mMiylwQGo8,Fri Apr 27 10:00:17 +0000 2018,[],164381,5383942,GSK,0,3,1
80,[],9.90E+17,[],18,"Cross-border vaccination teams are crucial to #EndPolio. #VaccinesWork to protect vulnerable children, wherever they travel and play. #WorldImmunizationWeek https://t.co/HSo5oL6ciD https://t.co/ZaRah0V9dY",Sat Apr 28 12:00:01 +0000 2018,[],28880,434738008,WHOAfghanistan,0,3,1
36,[],9.90E+17,[],34,"#VaccinesWork: We are proposing 20 concrete actions to fight against vaccine-preventable diseases in the #EU #EUvaccines
https://t.co/HVvmMXdzGb https://t.co/Ohtsc35793",Fri Apr 27 10:27:22 +0000 2018,[],42191,606325697,EU_Health,0,3,1
308,[],9.90E+17,[],135,"Measles is the disease that I almost died from when I was 17, because when I was little my poor, innocent mother was instructed by some stupid doctor trying to be trendy that vaccination was unnecessary. 
Vaccinate your children. This disease is deadly.  https://t.co/1s5tJ3oFZ0",Fri Apr 27 02:17:54 +0000 2018,[],55276,33216799,vanbadham,0,3,1
394,[],9.90E+17,[],84,"This little cutie has just received a vaccination at a @UNICEFAfg-supported clinic in Afghanistan.

#VaccinesWork https://t.co/DLk9lDAhjV",Fri Apr 27 00:00:34 +0000 2018,[],7261880,33933259,UNICEF,0,14,1
15,[],9.90E+17,[],9,"When you #GetVax, you're helping to protect yourself and others from serious vaccine-preventable diseases. Learn more about the diseases that vaccines prevent:
https://t.co/ipBSz9qXJY #GetVax #VaccinesWork #NIAW2018 https://t.co/2IS402QlD6",Sat Apr 28 15:01:10 +0000 2018,[],220188,36375825,GovCanHealth,0,3,1
10,[],9.90E+17,[],10,"Interesting facts about vaccination in #Rwanda: Fact 4: Immunisation is among health indicators under #Imihigo, or performance contracts, signed by administrative districts. At the end of the year results are presented to the general population. #AVW2018 @RBCRwanda @OAFLA",Sat Apr 28 12:42:29 +0000 2018,[],64548,85319090,Imbuto,0,14,0
6625,[],9.88E+17,[],1411,"In keeping up with the GovernmentÕs commitment towards clean, healthy, and electrified India, PM would felicitate the Sarpanches of villages which have achieved 100% smokeless kitchens, 100% vaccination under Mission Indradhanush, and 100% electrification under Saubhagya Scheme.",Mon Apr 23 14:49:18 +0000 2018,[],26121985,471741741,PMOIndia,0,14,1
0,[],9.90E+17,[],0,vaccination against corruption,Sun Apr 29 04:54:46 +0000 2018,[],97,381987740,lurch7777,1,6,-1
0,[],9.90E+17,[],0,"@MarikaSboros Concerns are not actually growing around HPV vaccination; quite the contrary. Studies continue to show its safety. 

Concerns grow in the antivax fringe that CMSRI represents, but not among real experts.",Sun Apr 29 04:53:18 +0000 2018,[],2877,20854735,PedsGeekMD,0,2,1
0,[],9.90E+17,[],0,Don't say one more word on vaccination until you have seen VAXXED the movie. I was unprepared for just how badly we have been lied to.... - Liberty Campaign https://t.co/ZhidOqRZTD via @readyforliberty,Sun Apr 29 04:51:22 +0000 2018,[],483,4197793092,readyforliberty,1,4,-1
0,[],9.90E+17,[],0,"@MsAvaArmstrong Excellent point. I TRULY donÕt understand those who do NOT want to vet these ppl. Would they let just ANYONE into their home? No idea if that person was a convicted rapist, murderer, child molester, etc?  No vaccination records. Possible lice, scabies, ringworm, etc.  SMDH.  __",Sun Apr 29 04:46:53 +0000 2018,[],8724,9.02E+17,melodyindenver,0,14,1
0,[],9.90E+17,[],0,Vaccination is a necessity as they serve as a frontline defence against antimicrobial resistance. Fortify a childÕs immunity with timely vaccination and right nutrition! #worldimmunizationday #americandryfruits #dryfruits https://t.co/AJpmqQHpK1,Sun Apr 29 04:42:25 +0000 2018,[],10,9.44E+17,adfstores,0,3,1
0,[],9.90E+17,[],0,"Today wraps up the 16th Vaccination Week in the Americas @opsoms. FACT: 16
years of Vaccination Week in the Americas; 720,000,000
people vaccinated ; 6
diseases have been eliminated in the Americas. #GetVax #VaccinesWorkÓ https://t.co/JfcyosW1VR",Sun Apr 29 04:39:29 +0000 2018,[],54,9.01E+17,FifarmaLatam,0,3,1
0,[],9.90E+17,[],0,movie of sex porn video beach anna maria horsford naked naked old milfs adult chicken pox vaccination old  https://t.co/u3KxhpZdHf,Sun Apr 29 04:35:20 +0000 2018,[],37,1733135353,xioma_ortiz,2,14,0
0,[],9.90E+17,[],0,I have that vaccination mark so i'mma go play,Sun Apr 29 04:20:57 +0000 2018,[],2575,1599410564,s_adil72,0,14,0
