,favorite_count,hash_tags,id,media,retweet_count,text,timestamp,url,user_follower_count,user_id,user_screen_name,,misinformation,reasoning,attitude
102,5,[],1.02E+18,[],4,This work reveals for the first time that early HBV [Hepatitis B] vaccination induces impairments in behavior and hippocampal neurogenesis.https://t.co/PZ4h6soDbx #VaccinesWork #vaxwithme #vaxxed #vaccines,Fri Jul 13 09:15:48 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,1
103,7,[],1.02E+18,[],9,Vaccines are mutating and causing deadlier strains says Dr Judy Mikovits https://t.co/qbVg5TIfU9 #vaxwithme #vaxxed #vaccineswork #vaccines,Wed Jul 11 03:58:49 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
104,0,[],1.02E+18,[],1,https://t.co/QyIctuaMnu #vaxwithme #vaccineswork #vaxxed #vaccines,Tue Jul 10 17:17:46 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
105,0,[],1.02E+18,[],0,https://t.co/wxRSmbnddk #vaccines #VAXXED #VaccinesWork #vaxwithme,Tue Jul 10 04:43:23 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
106,5,[],1.02E+18,[],4,For those pushing this defective vaccine it causes shingles when it supposed to prevent it https://t.co/4qhRiBnimK #vaxwthme #vaxxed #vaccines #vaccineswork,Sun Jul 08 00:34:43 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
107,2,[],1.02E+18,[],2,"For the first time, the number of children paralyzed by mutant strains of the polio vaccine are greater than the number of children paralyzed by polio itself. https://t.co/iYv5bjMyfn #vaxwithme #vaxxed #vaccines #vaccineswork",Sat Jul 07 08:52:58 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,13,-1
108,2,[],1.01E+18,[],1,#vaccineswork #vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/HLvW8v2Mu7,Mon Jul 02 01:32:22 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
109,3,[],1.01E+18,[],5,Government continues depopulation program via vaccines https://t.co/9LL8jBMOit #vaxwithme #vaxxed #vacciineswork #vaccines,Thu Jun 28 20:05:20 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,6,-1
110,3,[],1.01E+18,[],3,Celebrities standing up to Big Pharma bringing out their views https://t.co/HrhDuk0FBk #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Sun Jun 24 14:05:31 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,6,-1
111,11,[],1.01E+18,[],9,"Scientific researchers have discovered that the infectious disease Hand,Foot and Mouth Disease is vaccine-induced and then spread to others through shedding from the Polio Vaccine https://t.co/0cnEMJJE2v #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",Fri Jun 22 02:08:16 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
112,2,[],1.01E+18,[],1,For people that have gone blind or got shingles from vaccine this is for you https://t.co/w4MpdkPI8z #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Tue Jun 19 12:12:02 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
113,6,[],1.01E+18,[],5,https://t.co/8z8bLMgsSB #vaxwithme #vaccineswork #vaccines #vaxxed,Fri Jun 15 16:37:42 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
114,5,[],1.01E+18,[],4,Del Bigtree on the rampage with new gardasil study that says the vaccine causing infertility and other interesting topics #vaxwithme #vaxxed #vaccines #vaccineswork  https://t.co/hptiebdWHK,Fri Jun 15 02:40:06 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
115,4,[],1.00E+18,[],0,@Charbrevolution Were with you the cult is gaining strength everday with every vaccine injury,Sat Jun 02 12:53:57 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
116,0,[],1.00E+18,[],2,scientific research team in Sweden has uncovered evidence that cervical cancer is caused by HPV vaccines https://t.co/8DeGZXAXd0 #vaxwithme #vaxxed #vaccines #vaccineswork,Tue May 29 23:23:55 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
117,7,[],1.00E+18,[],4,"What is in your vaccine. Mass Sterilization of Millions of African Girls through Tetanus Vaccine Scandal Broadens as Kenyan Laboratory Attackedhttps://t.co/wAwLpNfO1f #vaxwithme #vaxxed #vaccines #vaccineswork",Mon May 28 10:15:28 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,1,-1
118,0,[],1.00E+18,[],0,#vaxwithme #vaxxed #vaccines https://t.co/R9TrwqXikm,Sun May 27 13:46:09 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
119,1,[],1.00E+18,[],0,#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/TNV7uTs5sb,Sun May 27 13:45:27 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
120,12,[],9.99E+17,[],13,CDC finally admitting there are problems with the flu shot #vaxwithme #vaxxed #vaccineswork #vaccines https://t.co/XwHVK2tcnt,Wed May 23 20:11:01 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
121,2,[],9.99E+17,[],4,#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/E4Kjys2bjW,Wed May 23 02:18:04 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
122,2,[],9.99E+17,[],1,#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme https://t.co/lB3pOZPW8o,Tue May 22 11:17:47 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
123,0,[],9.99E+17,[],0,#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/LmRASqBUVX,Tue May 22 00:23:43 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
124,0,[],9.99E+17,[],0,#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/I3BxqmCXw9,Tue May 22 00:00:44 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
125,4,[],9.97E+17,[],6,"""This is when we were informed that Jude's suffering was a result of the rotavirus vaccine. The live virus multiplied and spread hard and fast through Jude's tiny body,"" Sonya said. https://t.co/5UdVWAt1yQ #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed",Thu May 17 12:18:53 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
126,2,[],9.97E+17,[],1,After 14 vaccines at one dr visit child digress into autism. This is a sad story of Vaccine injury https://t.co/uLU10wTzgj #vaxwithme #vaxxed #vaccines #vaccineswork,Thu May 17 01:10:09 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,4,-1
127,2,[],9.97E+17,[],4,For those people that think vaccines are safe and effective read on! https://t.co/llyyXUS0ba #vaxwithme #vaccineswork #vaccines #VAXXED,Thu May 17 00:53:09 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
128,0,[],9.97E+17,[],0,Arguments provaxxers use https://t.co/WMeJfWuaZP #vaxwithme #vaxxed #vaccines #vaccineswork,Wed May 16 00:04:16 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,14,-1
129,5,[],9.96E+17,[],5,From a nurse perspectives. Did you know vaccine manufacturers are not liable for vaccine injury. Gilliam Barre listed on vaccine insert as adverse reaction..   https://t.co/zDOzmHcHQt #vaxwithme #vaxxed #vaccines #vaccineswork,Tue May 15 19:37:45 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,6,-1
130,2,[],9.96E+17,[],4,https://t.co/XSePoe78kj #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Tue May 15 01:46:54 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
131,1,[],9.96E+17,[],0,#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/cts5XLNUbt,Tue May 15 01:46:27 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
132,2,[],9.96E+17,[],2,#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/qEdPhHGHNc,Mon May 14 13:33:08 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
133,5,[],9.96E+17,[],4,This work reveals for the first time that early HBV [Hepatitis B] vaccination induces impairments in behavior and hippocampal neurogenesis.Î_https://t.co/PZ4h6soDbx #vaxwithme #vaxxed #vaccines #vaccineswork,Sun May 13 23:20:39 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
134,6,[],9.95E+17,[],7,Disgusting process on how vaccines are made. No chicken should have to be part of this discusting process  https://t.co/JXdpYklq2I #vaxwithme #vaxxed #vaccines #vaccineswork,Sun May 13 01:23:28 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,1,-1
135,1,[],9.95E+17,[],0,#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/8lN7Z0hTUD,Sat May 12 13:34:45 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
136,2,[],9.95E+17,[],1,#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme https://t.co/51gchVMVFN,Sat May 12 13:34:09 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
137,0,[],9.94E+17,[],0,The author quoted a parent whose daughter received the varicella vaccine at age four (having never had natural chickenpox) and then had recurrent and painful episodes of shingles at ages 13 and 16 https://t.co/2h71gk1OOj #vaxwithme #vaxxed #vaccines #vaccineswork,Thu May 10 01:01:30 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
138,4,[],9.93E+17,[],2,#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/lkzXQCs6h3,Sat May 05 15:56:55 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
139,0,[],9.92E+17,[],0,@1980Dorothy @Just4TheCause @palmer_holliday @sarahsjmk @ChelseaClinton Why don't people want to accept the truth that vaccines cause autism,Fri May 04 00:45:27 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,4,-1
140,11,[],9.92E+17,[],7,Ten confirmed cases were all vaccinated from whooping cough. Are we being misled to believe by big pharma that ppl are protected or just a way for them to make more money  https://t.co/AuzqQhVVrv #Vaccines #vaccineswork #vaxwithme #vaxxed #vaccines #vaccineswork,Thu May 03 10:51:04 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
141,1,[],9.92E+17,[],2,#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme https://t.co/GeovHUtLS1,Wed May 02 22:37:29 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
142,1,[],9.92E+17,[],1,#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme https://t.co/eMfCCo1vpU,Wed May 02 22:14:10 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
143,3,[],9.91E+17,[],4,What does our society look like with all the vaccine injuries for the future generations. After the parents die will the none injured children have to  caretaker  https://t.co/88hdBo8IPj,Tue May 01 10:28:17 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
144,2,[],9.91E+17,[],0,What does the future hold for vaccine injured people. Will they be productive members or have to be cared for all their lives. https://t.co/uP7GKJP2iY #vaxwithme #vaxxed #vaccines #vaccineswork,Mon Apr 30 13:27:32 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
145,4,[],9.91E+17,[],2,Why would u want a vaccine that causes what it is suppose to prevent  https://t.co/7pYXhdvuCN,Sun Apr 29 17:45:08 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
146,4,[],9.90E+17,[],5,"Can someone please explain how we survived the 1980s with vaccination rates well below ""herd immunity"" thresholds and far fewer vaccines? Why didn't everyone die?For all the haters, here's the data from CDC: https://t.co/AFlI1h4MEE #vaxwithme #vaxxed #vaccines #vaccineswork",Fri Apr 27 21:55:05 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,11,-1
147,0,[],9.90E+17,[],1,#vaxwithme #vaxxed #vaccineswork #vaccines https://t.co/kJhlUw1izl,Thu Apr 26 18:02:44 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
148,1,[],9.89E+17,[],2,Doctor negligent after giving baby 13 vaccines multiple doses to get caught up and baby died https://t.co/6Y3JNBPv9Z #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Thu Apr 26 10:56:09 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,13,-1
149,0,[],9.89E+17,[],0,We have to communicate what is going on with vaccine injuries  https://t.co/JZECLrjC8k #vaxwithme #vaxxed #vaccines #vaccineswork,Thu Apr 26 10:43:40 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
150,3,[],9.89E+17,[],3,Chiropractor vaccine free and kids and hardly ever get sick she treats alot of Vaccine injured people https://t.co/hKXJ2IkFVj #vaccines #vaccineswork #vaxwithme #vaxxed,Thu Apr 26 10:01:23 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
151,0,[],9.89E+17,[],0,pharmacists say she will never vaccinate again what is going on https://t.co/GQCdqKDT8N #vaxwithme #vaxxed #vaccines #vaccineswork,Wed Apr 25 19:51:48 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
152,0,[],9.89E+17,[],1,NEW STUDY: Aluminum In Vaccines Unsafe https://t.co/nz70qwwSRI #vaxwithme #vaxxed #vaccineswork #vaccines,Wed Apr 25 19:51:02 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,1,-1
153,0,[],9.89E+17,[],0,Siblings are the silent victims of Vaccine iinjuries https://t.co/Sryw4d53aK #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Wed Apr 25 10:22:04 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
154,0,[],9.89E+17,[],0,More MDs coming forward research vaxcines https://t.co/43I7SqTUAQ #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme,Wed Apr 25 10:10:56 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,10,-1
155,3,[],9.89E+17,[],3,9 vaccines in one day come on CDC this is asinine to think this is good. https://t.co/8avOOFxvAJ #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Tue Apr 24 12:46:37 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,7,-1
156,2,[],9.89E+17,[],2,Research research vaccines is parents advice  https://t.co/jhlKwfyuPX #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Tue Apr 24 10:30:13 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,14,-1
157,2,[],9.89E+17,[],1,"Yes, our children have less chickenpox due to the vaccine.Î_ However, shingles, a painful reoccurrence of chickenpox, has become an epidemic illness affecting both children and adults.https://t.co/vRnbDmgyx5 #vaxwithme #vaxxed #vaccines #vaccineswork",Tue Apr 24 02:32:39 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
158,0,[],9.88E+17,[],0,#vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed https://t.co/zoAHwFktva,Mon Apr 23 08:59:18 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
159,0,[],9.88E+17,[],0,https://t.co/e7GPbMGgtO #vaxwithme #vaxxed #vaccines #vaccineswork,Mon Apr 23 08:55:27 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
160,2,[],9.88E+17,[],2,"@TYLERG927 @jim_herd @Stutzy6 @lifebiomedguru @and_kell We should make Paul Offit take 10,000 vaccines",Mon Apr 23 00:41:41 +0000 2018,[],245,7.83E+17,b'deb16wood',,0,14,-1
161,0,[],9.88E+17,[],1,"Fatigue set in after Gardisil vaccine and headaches, scoliosis. Do your research  https://t.co/o2dr0NhQGo #vaxwithme #vaxxed #vaccines #vaccineswork",Sun Apr 22 13:23:26 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
162,0,[],9.88E+17,[],0,Dr Suzanne take on Vitamin K shot https://t.co/J3QfT0ZPgQ #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme,Sun Apr 22 12:21:11 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
163,0,[],9.88E+17,[],1,Generation lost from vaccine injuries horrific story of family struggle.  https://t.co/N3iL2nrTmT #vaxwithme #vaxxed #vaccines #vaccineswork,Sat Apr 21 10:50:09 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
164,0,[],9.88E+17,[],2,RN will never vaccinate again  https://t.co/A3H7xfJPi4 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Sat Apr 21 09:19:14 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
165,0,[],9.88E+17,[],0,Doctors say the stupidest things when they don't know what else to say  https://t.co/QgIOq9Zhlp #vaxwithme #vaxxed #vaccines #vaccineswork,Sat Apr 21 06:03:22 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
166,3,[],9.87E+17,[],4,NiCU nurse woke up to horrors of vaccinating premie babies and quit. https://t.co/jFNOGgKHnc #vaxwithme #vaxxed #vaccines #vaccineswork,Fri Apr 20 12:02:12 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
167,3,[],9.87E+17,[],2,Mother was never the same after vaccination nurse came up from behind when discharge gave her the jab. Make sure that you read paperwork at hospital if u sign for whatever they feel necessary they can give u flu shot.  https://t.co/GLtjQcZvn8 #vaxwithme #vaxxed #vaccines,Fri Apr 20 12:01:26 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
168,0,[],9.87E+17,[],0,Hep B and Vitamin K made my baby sick https://t.co/oWxw0de5Xm #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Thu Apr 19 11:15:48 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
169,4,[],9.87E+17,[],4,We're destroying the health of a generation https://t.co/peIrTPV1xw #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Thu Apr 19 07:26:04 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
170,1,[],9.87E+17,[],0,@and_kell @ThisMomHCN Please listen to vaccine injury stories. Pediatricians will say the vaccines aren't the problem but parents know better https://t.co/WihphpWjlM,Thu Apr 19 06:56:59 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
171,0,[],9.87E+17,[],0,@and_kell @ThisMomHCN You should listen to the patients about their kids regression after  vaccines. Listen to vaxxed injury stories  https://t.co/WihphpWjlM,Thu Apr 19 06:54:45 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
172,2,[],9.87E+17,[],2,My vaccinated child gave my 4 month old baby chickenpox https://t.co/YHkITJ6RmC #vaxwithme #vaxxed #vaccineswork #vaccines,Wed Apr 18 19:22:27 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
173,3,[],9.87E+17,[],1,Eric's life before and after vaccines https://t.co/PI9XhAS0Hz #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Wed Apr 18 11:08:41 +0000 2018,[],245,7.83E+17,b'deb16wood',,0,2,-1
174,2,[],9.87E+17,[],3,No more vaccines for this family https://t.co/C3cklw0ly3 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Wed Apr 18 10:53:46 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
175,3,[],9.87E+17,[],2,Vaccines ruined daughter life. Won in vaccine court https://t.co/7QiuR3sQkV #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Wed Apr 18 10:43:13 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
176,2,[],9.86E+17,[],2,Son diagnosed with enlarged kidney but still was vaccinated. Should not vaccinate sick child. Doctors should be held liable. https://t.co/7p7e8e4lcF #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Tue Apr 17 01:05:14 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
177,2,[],9.86E+17,[],2,Daughter died from the HPV vaccine. This is such a sad story. https://t.co/h7ouuVbxX4  #vaxwithme #vaxxed #vaccineswork #vaccines,Mon Apr 16 18:55:29 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
178,1,[],9.86E+17,[],1,45 minutes later son died after vaccine https://t.co/gf8oPmvL52 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Mon Apr 16 11:43:12 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
179,4,[],9.86E+17,[],3,Flu vaccine killed daughter https://t.co/gFbmCXReUT #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Mon Apr 16 11:42:18 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
180,4,[],9.86E+17,[],2,Doctor kept vaccinatong even though son was sick https://t.co/kc0jjBR3Z8 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Mon Apr 16 11:41:08 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
181,2,[],9.86E+17,[],1,Vaccines completely destroyed sons life https://t.co/kc0jjBR3Z8 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Mon Apr 16 11:27:56 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
182,0,[],9.86E+17,[],0,Scientist will never vaccinate again.  https://t.co/xYnJTVVVG4 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Mon Apr 16 11:27:24 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
183,0,[],9.86E+17,[],0,Doesn't want to go back to orking with Big Pharma https://t.co/PX8qVbqEl2 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Mon Apr 16 09:52:30 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,6,-1
184,1,[],9.85E+17,[],2,Dr after having vaccine injured kids no longer vaccinates. https://t.co/13R42TUvU2 #vaxwithme #vaxxed #vaccineswork #vaccines,Fri Apr 13 20:14:17 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
185,2,[],9.84E+17,[],3,Child's personality changed after forced vaccinations https://t.co/Mu8gL2SD2P #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed #vaccines,Thu Apr 12 11:43:27 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
186,2,[],9.84E+17,[],3,After a 10 vaccine cocktail daughter regressed. You wouldn't get 10 diseases at once. https://t.co/H9fUDMrHhY #vaxwithme #vaxxed #vaccines #vaccineswork,Thu Apr 12 11:12:32 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,7,-1
187,2,[],9.84E+17,[],1,One of the largest gaffes is that _—“the entire paradigm to aluminum dosing in vaccines [was not] determined considering body weight https://t.co/DihnOH02NC #vaxwithme #vaxxed #vaccines #vaccineswork,Thu Apr 12 00:26:05 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,1,-1
188,2,[],9.84E+17,[],1,Lisa Marks Smith vaccine court case won for flu vaccine injury the respondent opted to not to contest https://t.co/HOoqig3cYo #vaxwithme #vaxxed #vaccineswork #vaccines,Wed Apr 11 16:09:20 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
189,3,[],9.84E+17,[],1,Received money from vaccine court https://t.co/SprpLrqnLy #vaxwithme #vaxxed #vaccineswork #vaccines,Wed Apr 11 16:04:14 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
190,1,[],9.84E+17,[],1,Lady has been injured by the flu shot https://t.co/SprpLrqnLy #vaxwithme #vaxxed #vaccines #vaccineswork,Wed Apr 11 15:51:31 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
191,2,[],9.84E+17,[],1,We will never vaccinate again https://t.co/ZhX0aNjlmQ #vaxwithme #vaxxed #vaccines #vaccineswork,Wed Apr 11 14:11:59 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
192,1,[],9.84E+17,[],0,Nobody was there to help when the going got tough https://t.co/ItmQgP0Gnl #vaxwithme #vaccines #vaccineswork #vaxxed,Tue Apr 10 19:55:52 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
193,4,[],9.84E+17,[],2,Compensated for by the National Vaccine Injury Compensation Program.  Here is proof with this case that the vaccine has caused autism. https://t.co/DJIRFFOtZW #vaxwithme #vaccines #vaccineswork #vaccines,Tue Apr 10 17:34:30 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,4,-1
194,1,[],9.84E+17,[],0,HPV Vaccines are Government sanctioned holocaust https://t.co/M5NcJz6oca #vaxwithme #vaxxed #vaccines #vaccineswork,Tue Apr 10 14:21:31 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,6,-1
195,3,[],9.84E+17,[],1,9 vaccines at once caused injury but was able to recover after 5 years https://t.co/qmuNhdasHa #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Tue Apr 10 11:37:05 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
196,9,[],9.84E+17,[],3,@libertytarian Who is going fact check him as he lies about aborted fetal cells in vaccines https://t.co/YldRDyBvzL,Tue Apr 10 11:11:12 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,1,-1
197,1,[],9.84E+17,[],0,Were not going to take it anymore. They know vaccines injure too there is too much money to be made. https://t.co/tuuuJzbASw #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Tue Apr 10 10:14:00 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,6,-1
198,2,[],9.84E+17,[],0,These non vaxxers were pro vaccine till injury occurs https://t.co/oghaxhIIEn #vaxwithme #vaxxed #vaccines #vaccineswork,Tue Apr 10 09:48:23 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
199,0,[],9.84E+17,[],0,HPV vaccine killed daughter https://t.co/yG7t3SB4RB #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Tue Apr 10 00:52:12 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
200,0,[],9.83E+17,[],1,I vaxxed my kid to autism https://t.co/bSyXLB2JMY @vaxwithme @vaccines @vaxxed @vaxxineswork,Mon Apr 09 21:53:20 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,4,-1
201,4,[],9.83E+17,[],3,Another death by HPV  vaccine https://t.co/jO7mMqcUos #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Mon Apr 09 11:22:46 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
202,2,[],9.83E+17,[],0,Doctors are ignorant about HPV vaccine injuries.  https://t.co/xYPwMXt7t6 #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme,Mon Apr 09 10:36:44 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,2,-1
203,6,[],9.83E+17,[],6,Is HPV vaccine being used as population control https://t.co/jih4KqGN8w #vaxwithme #vaxxed #vaccines #vaccineswork,Mon Apr 09 10:18:54 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,6,-1
204,3,[],9.83E+17,[],3,#vaxwithme #vaxxed #vaccines #vaccineswork https://t.co/wBR4QlIHpg,Sun Apr 08 18:03:00 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,3,-1
205,2,[],9.83E+17,[],3,SIDS technician supervisor fired for being an advocate for a vaccine injured family  https://t.co/qz39iYR81T #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Sat Apr 07 13:51:34 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,6,-1
206,4,[],9.83E+17,[],1,Dead doctors and GCMAF connection.  https://t.co/gklAZvX1TP #vaxwithme #vaxxed #vaccines #vaccineswork #vaxwithme #vaxxed,Sat Apr 07 12:23:24 +0000 2018,[],245,7.83E+17,b'deb16wood',,1,6,-1
